ID,Compounds,Microorganism,hydroxamate,catecholate,a-hydroxycarboxylate,carboxylate,phenolate,citrate,other,SMILES,validate smiles,SMARTS,SELFIES
119,divanchrobactin,Vibrio sp. DS40M4,0,2,0,1,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](C(O)=O)COC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)c2c(O)c(O)ccc2,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#6](=[#8])-[#7]-[#6@H](-[#6](-[#8])=[#8])-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
120,Enantio-pyochelin,Pseudomonas fluorescens,0,0,0,1,1,0,0,OC(=O)[C@H]1CS[C@H](N1C)[C@H]2N=C(SC2)c3c(O)cccc3,True,[#8]-[#6](=[#8])-[#6@H]1-[#6]-[#16]-[#6@H](-[#7]-1-[#6])-[#6@H]1-[#7]=[#6](-[#16]-[#6]-1)-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1,[O][C][=Branch1][C][=O][C@H1][C][S][C@H1][Branch1][Branch1][N][Ring1][Branch1][C][C@H1][N][=C][Branch1][Branch1][S][C][Ring1][Branch1][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1]
122,enterobactin,"Escherichia coli, Salmonella enterica, Salmonella typhimurium, Serratia marcescens",0,3,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@H]2COC(=O)[C@@H](NC(=O)c3c(O)c(O)ccc3)COC(=O)[C@H](COC2=O)NC(=O)c4c(O)c(O)ccc4,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@H]1-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6]2:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:2)-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#6]-[#8]-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C][O][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][O][C][Ring2][Ring1][=Branch2][=O][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
124,erythrochelin,Saccharopolyspora erythraea,3,0,0,0,0,0,0,O=C(C)N(O)CCC[C@H](NC1=O)C(=O)N[C@H]1CCCN(O)C(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)C)CCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6@@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C@H1][Ring1][=Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
125,exochelin MN,Mycobacterium neoaurum,2,0,0,0,0,0,0,ON1CCC[C@@H](C1=O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC)CCCN(O)C(=O)CCNC(=O)CCNC(=O)[C@@H](N)[C@H](O)c2[nH]cnc2,True,[#8]-[#7]1-[#6]-[#6]-[#6]-[#6@@H](-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#6]-[#6]-[#7])-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#7])-[#6@H](-[#8])-[#6]1:[#7H]:[#6]:[#7]:[#6]:1,[O][N][C][C][C][C@@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][C][N][N][C][=Branch1][C][=O][C@@H1][Branch1][Ring1][N][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C@H1][Branch1][C][O][C][NH1][C][=N][C][=Ring1][Branch1]
126,exochelin MS,,3,0,0,1,0,0,0,OC(=O)[C@H](N)CCCN(O)C(=O)[C@@H]([C@H](O)C)NC(=O)[C@@H](N)CCCN(O)C(=O)CCNC(=O)[C@@H](N)CCCN(O)C=O,True,[#8]-[#6](=[#8])-[#6@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6@@H](-[#6@H](-[#8])-[#6])-[#7]-[#6](=[#8])-[#6@@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6]=[#8],[O][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=O]
127,ferrichrome,"Aspergillus nidulans, Aspergillus niger, Penicillium chrysogenum, Suillus granulatus, Ustilago maydis, Ustilago sphaerogena",3,0,0,0,0,0,0,CC(=O)N(O)CCC[C@@H]1C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N1,True,[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-1,[C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][Ring2][Ring2][Branch2]
128,ferrichrome A,Ustilago sphaerogena,3,0,0,3,0,0,0,O=C(O)C/C(C)=C\C(=O)N(O)CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)/C=C(C)\CC(O)=O)C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(/C)CC(O)=O,True,[#8]=[#6](-[#8])-[#6]/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#8])-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#8])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6](-[#8])=[#8])-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6](-[#8])=[#8],[O][=C][Branch1][C][O][C][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][#Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][\C][C][Branch1][C][O][=O][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring2][#Branch2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][C][C][Branch1][C][O][=O]
129,ferrichrome C,,3,0,0,0,0,0,0,CC(=O)N(O)CCC[C@@H]1C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)C,True,[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@@H](-[#6])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][P][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
130,ferrichrysin,"Apergillus ochraceous, Aspergillus flavus, Aspergillus terreus, Cunninghamella blakesleeana",3,0,0,0,0,0,0,O=C(C)N(O)CCC[C@@H]1NC(=O)[C@@H](CCCN(O)C(=O)C)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)[C@H](NC1=O)CCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6@@H](-[#6])-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][N][C][Ring2][Ring2][C][=O][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
131,ferricrocin,"Aspergillus fumigatus, Aspergillus nidulans, Cenococcum geophilum, Magnaporthe grisea, Neurospora crassa, Suillus luteus, Trichoderma hamatum, Trichoderma harzianum, Trichoderma koningii, Trichoderma longibrachiatum, Trichoderma pseudokoningii, Trichoderma viride",3,0,0,0,0,0,0,O=C(C)N(O)CCC[C@H](NC1=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@H]1CCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6](-[#6@@H](-[#7]-[#6](-[#6]-[#7]-[#6](-[#6@@H](-[#7]-[#6](-[#6]-[#7]-[#6]-1=[#8])=[#8])-[#6]-[#8])=[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C@H1][Ring2][Ring1][S][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
132,ferrimycin,,0,0,0,0,1,0,0,Fc(c1)ccc(O)c1\C(c2ccc(Cl)cc2)=N\CCCC(=O)OCCOC,True,[#9]-[#6]1:[#6]:[#6](:[#6](:[#6]:[#6]:1)-[#8])/[#6](-[#6]1:[#6]:[#6]:[#6](-[#17]):[#6]:[#6]:1)=[#7]/[#6]-[#6]-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]-[#8]-[#6],[F][C][=Branch1][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][=Branch1][\C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][\C][C][C][C][=Branch1][C][=O][O][C][C][O][C]
153,ferrirhodin,Ceratobasidium globisporum,3,0,0,0,0,0,0,OCCC(/C)=C\C(=O)N(O)CCC[C@H](C(=O)N[C@H](CO)C(=O)N[C@H]1CO)NC(=O)[C@@H](CCCN(O)C(=O)/C=C(/C)CCO)NC(=O)[C@H](NC(=O)CNC1=O)CCCN(O)C(=O)/C=C(/C)CCO,True,[#8]-[#6]-[#6]/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#8])-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#8])-[#6](-[#7]-[#6]-[#6](-[#7]-[#6@@H](-[#6](-[#7]-[#6@@H](-[#6](-[#7]-1)=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6]-[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6]-[#8])=[#8])=[#8],[O][C][C][C][Branch1][C][/C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@H1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=N][N][C][=Branch1][C][=O][C][N][C][Ring2][Ring1][=C][=O][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][C][C][O]
154,ferrirubin,"Apergillus ochraceous, Ceratobasidium globisporum",3,0,0,0,0,0,0,OCC\C(C)=C\C(=O)N(O)CCC[C@H](NC1=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)/C=C(C)/CCO)C(=O)N[C@H]1CCCN(O)C(=O)/C=C(C)/CCO,True,[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6](-[#6@@H](-[#7]-[#6](-[#6]-[#7]-[#6](-[#6@@H](-[#7]-[#6](-[#6@@H](-[#7]-[#6]-1=[#8])-[#6]-[#8])=[#8])-[#6]-[#8])=[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8],[O][C][C][\C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][Ring2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][N][C@H1][Ring2][Ring2][#Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O]
156,ferrocin A,Pseudomonas fluorescens,3,0,0,0,0,0,0,O=C1N[C@H](CO)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)NCC(=O)OC[C@H](NC(=O)C/C=C/CCCCCC)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)NCC(=O)N[C@H]1C(C)C,True,[#8]=[#6]1-[#7]-[#6@H](-[#6]-[#8])-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6@@H](-[#6])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#8]-[#6]-[#6@H](-[#7]-[#6](=[#8])-[#6]/[#6]=[#6]/[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@H]-1-[#6](-[#6])-[#6],[O][=C][N][C@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][/C][=C][/C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Ring2][=Branch1][#C][C][Branch1][C][C][C]
157,ferrocin B,Pseudomonas fluorescens,3,0,0,0,0,0,0,O=C(C)N(O)CCC[C@H]1NC(=O)[C@@H](CO)NC(=O)[C@@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@@H](NC(=O)C/C=C\CCCCCC)COC(=O)CNC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)CNC(=O)[C@@H](NC1)CO,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6@@H](-[#6](-[#6])-[#6])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6]/[#6]=[#6]\[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6]-[#8]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6]-1)-[#6]-[#8],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][C][/C][=C][\C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][N][C][Ring2][=Branch1][=Branch2][C][O]
158,fluvibactin,Vibrio fluvialis,0,3,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(O[C@@H]2C)c3c(O)c(O)ccc3)CCCNC(=O)c4c(O)c(O)ccc4,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#6](=[#8])-[#6@H]1-[#7]=[#6](-[#8]-[#6@@H]-1-[#6])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1)-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][=N][C][=Branch1][C][=O][C@H1][N][=C][Branch1][=Branch1][O][C@@H1][Ring1][Branch1][C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
160,fusarinine A,,2,0,0,1,0,0,0,OC(=O)[C@@H](N)CCCN(O)C(=O)/C=C(/C)CCCC(=O)[C@@H](N)CCCN(O)C(=O)/C=C(/C)CCO,True,[#8]-[#6](=[#8])-[#6@@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6]-[#6]-[#6](=[#8])-[#6@@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6]-[#8],[O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][C][C][C][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][C][C][O]
161,fusarinine B,,3,0,0,1,0,0,0,OCC/C(C)=C\C(=O)N(O)CCC[C@H](N)C(=O)OCC/C(C)=C\C(=O)N(O)CCC[C@H](N)C(=O)OCC/C(C)=C\C(=O)N(O)CCC[C@@H](C(O)=O)N,True,[#8]-[#6]-[#6]/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H](-[#7])-[#6](=[#8])-[#8]-[#6]-[#6]/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H](-[#7])-[#6](=[#8])-[#8]-[#6]-[#6]/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H](-[#6](-[#8])=[#8])-[#7],[O][C][C][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O][C][C][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O][C][C][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][N]
